PUBLICATION_DATE,TAXA_ID,TARGET_TAXON,NON_TARGET,PHYLUM,CLASS,ORDER,FAMILY,SUBFAMILY,TRIBE,GENUS,FFG,HABIT,PTV,COLLECTED
4/26/2021,4951,OULIMNIUS,,ARTHROPODA,INSECTA,COLEOPTERA,ELMIDAE,,,OULIMNIUS,SC,CN,3.2,FALSE
4/26/2021,4952,OXYCERA,,ARTHROPODA,INSECTA,DIPTERA,STRATIOMYIDAE,,,OXYCERA,,SP,7,FALSE
4/26/2021,4953,PALAEMONIDAE,,ARTHROPODA,MALACOSTRACA,DECAPODA,PALAEMONIDAE,,,,CG,SP,6,FALSE
4/26/2021,4954,PARACYMUS,,ARTHROPODA,INSECTA,COLEOPTERA,HYDROPHILIDAE,,,PARACYMUS,PR,CN,1.9,FALSE
4/26/2021,4955,PARORTHOCLADIUS,,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,ORTHOCLADIINAE,ORTHOCLADIINI/METRIOCNEMINI,PARORTHOCLADIUS,CG,SP,2,FALSE
4/26/2021,4956,PENAEIDAE,,ARTHROPODA,MALACOSTRACA,DECAPODA,PENAEIDAE,,,,,,,FALSE
4/26/2021,4957,PERIOCULODES,,ARTHROPODA,MALACOSTRACA,AMPHIPODA,OEDICEROTIDAE,,,PERIOCULODES,,,,FALSE
4/26/2021,4958,PHILOPOTAMIDAE,,ARTHROPODA,INSECTA,TRICHOPTERA,PHILOPOTAMIDAE,,,,CF,CN,3.2,FALSE
4/26/2021,4959,PISCICOLIDAE,,ANNELIDA,CLITELLATA,RHYNCHOBDELLIDA,PISCICOLIDAE,,,,,,,FALSE
4/26/2021,4960,PISIDIIDAE,,MOLLUSCA,BIVALVIA,VENEROIDA,PISIDIIDAE,,,,CF,BU,8,FALSE
4/26/2021,4961,POLYCELIS,,PLATYHELMINTHES,TURBELLARIA,TRICLADIDA,PLANARIIDAE,,,POLYCELIS,,SP,6.8,FALSE
4/26/2021,4962,POLYMITARCYIDAE,,ARTHROPODA,INSECTA,EPHEMEROPTERA,POLYMITARCYIDAE,,,,CG,BU,2,FALSE
4/26/2021,4963,PRODIAMESA,,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,PRODIAMESINAE,,PRODIAMESA,CG,SP,4.7,FALSE
4/26/2021,4964,PSEUDOCENTROPTILOIDES,,ARTHROPODA,INSECTA,EPHEMEROPTERA,BAETIDAE,,,PSEUDOCENTROPTILOIDES,CG,CN,2.8,FALSE
4/26/2021,4965,TORRENTICOLIDAE,,ARTHROPODA,ARACHNIDA,TROMBIDIFORMES,TORRENTICOLIDAE,,,,PR,CB,8,FALSE
4/26/2021,4966,PSEUDOCLOEON,,ARTHROPODA,INSECTA,EPHEMEROPTERA,BAETIDAE,,,PSEUDOCLOEON,"SC,SH,CG",SW,4,FALSE
4/26/2021,4967,TOXOLASMA,,MOLLUSCA,BIVALVIA,UNIONOIDA,UNIONIDAE,,,TOXOLASMA,CF,BU,,FALSE
4/26/2021,4968,PSEUDOLIMNOPHILA,,ARTHROPODA,INSECTA,DIPTERA,TIPULIDAE,,,PSEUDOLIMNOPHILA,PR,BU,7,FALSE
4/26/2021,4969,TRASSERKIDRILUS,,ANNELIDA,CLITELLATA,HAPLOTAXIDA,TUBIFICIDAE,,,TRASSERKIDRILUS,CG,,,FALSE
4/26/2021,4970,PSEUDOSUCCINEA,,MOLLUSCA,GASTROPODA,BASOMMATOPHORA,LYMNAEIDAE,LYMNAEINAE,,PSEUDOSUCCINEA,"CG,SC",CB,7.2,FALSE
4/26/2021,4971,TVETENIA,,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,ORTHOCLADIINAE,ORTHOCLADIINI/METRIOCNEMINI,TVETENIA,CG,SP,5,FALSE
4/26/2021,4972,PYRALIDAE,,ARTHROPODA,INSECTA,LEPIDOPTERA,PYRALIDAE,,,,SH,SP,4.5,FALSE
4/26/2021,4973,UVARUS,,ARTHROPODA,INSECTA,COLEOPTERA,DYTISCIDAE,,,UVARUS,"PR,SH",SW,5,FALSE
4/26/2021,4974,PYRGOPHORUS,,MOLLUSCA,GASTROPODA,NEOTAENIOGLOSSA,HYDROBIIDAE,COCHLIOPINAE,,PYRGOPHORUS,,,,FALSE
4/26/2021,4975,YLODES,,ARTHROPODA,INSECTA,TRICHOPTERA,LEPTOCERIDAE,LEPTOCERINAE,TRIAENODINI,YLODES,SH,SW,,FALSE
4/26/2021,4977,RHITHROGENA,,ARTHROPODA,INSECTA,EPHEMEROPTERA,HEPTAGENIIDAE,,,RHITHROGENA,"PR,SC",CN,5.1,FALSE
4/26/2021,4978,RHYACOPHILA,,ARTHROPODA,INSECTA,TRICHOPTERA,RHYACOPHILIDAE,,,RHYACOPHILA,PR,CN,1.5,FALSE
4/26/2021,4979,SCIRTES,,ARTHROPODA,INSECTA,COLEOPTERA,SCIRTIDAE,,,SCIRTES,SH,CB,6,FALSE
4/26/2021,4980,SIMULIIDAE,,ARTHROPODA,INSECTA,DIPTERA,SIMULIIDAE,,,,CF,CN,5.9,FALSE
4/26/2021,4981,SIPHLOPLECTON,,ARTHROPODA,INSECTA,EPHEMEROPTERA,METRETOPODIDAE,,,SIPHLOPLECTON,PR,"CN,SW",2,FALSE
4/26/2021,4982,SOMATOGYRUS,,MOLLUSCA,GASTROPODA,NEOTAENIOGLOSSA,HYDROBIIDAE,,,SOMATOGYRUS,,,,FALSE
4/26/2021,4983,SPERCHONOPSIS,,ARTHROPODA,ARACHNIDA,TROMBIDIFORMES,SPERCHONIDAE,,,SPERCHONOPSIS,PR,CB,8,FALSE
4/26/2021,4984,SUWALLIA,,ARTHROPODA,INSECTA,PLECOPTERA,CHLOROPERLIDAE,CHLOROPERLINAE,,SUWALLIA,PR,CN,,FALSE
4/26/2021,4985,SYNURELLA,,ARTHROPODA,MALACOSTRACA,AMPHIPODA,CRANGONYCTIDAE,,,SYNURELLA,CG,SP,4,FALSE
4/26/2021,4986,TELEBASIS,,ARTHROPODA,INSECTA,ODONATA,COENAGRIONIDAE,,,TELEBASIS,PR,CB,,FALSE
4/26/2021,4987,THRAULODES,,ARTHROPODA,INSECTA,EPHEMEROPTERA,LEPTOPHLEBIIDAE,,,THRAULODES,PR,CN,,FALSE
4/26/2021,4988,THYOPSIS,,ARTHROPODA,ARACHNIDA,TROMBIDIFORMES,THYASIDAE,,,THYOPSIS,PR,,,FALSE
4/26/2021,4989,THYOPSOIDES,,ARTHROPODA,ARACHNIDA,TROMBIDIFORMES,HYDRYPHANTIDAE,,,THYOPSOIDES,,,,FALSE
4/26/2021,4990,AMPHINEMURA,,ARTHROPODA,INSECTA,PLECOPTERA,NEMOURIDAE,AMPHINEMURINAE,,AMPHINEMURA,SH,"CN,SP",3.6,FALSE
4/26/2021,4991,COLEOPTERA,,ARTHROPODA,INSECTA,COLEOPTERA,,,,,,,,FALSE
4/26/2021,4992,STYLOGOMPHUS,,ARTHROPODA,INSECTA,ODONATA,GOMPHIDAE,,,STYLOGOMPHUS,,,,FALSE
4/26/2021,4993,HETAERINA,,ARTHROPODA,INSECTA,ODONATA,CALOPTERYGIDAE,,,HETAERINA,,,,FALSE
4/26/2021,4994,EPHORON,,ARTHROPODA,INSECTA,EPHEMEROPTERA,POLYMITARCYIDAE,,,EPHORON,,,,FALSE
4/26/2021,4995,TELMATODRILUS,,ANNELIDA,CLITELLATA,HAPLOTAXIDA,NAIDIDAE,,,TELMATODRILUS,,,,FALSE
4/26/2021,4996,PLATYSMITTIA,,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,ORTHOCLADIINAE,,PLATYSMITTIA,,,,FALSE
4/26/2021,4997,HELICHUS,,ARTHROPODA,INSECTA,COLEOPTERA,DRYOPIDAE,,,HELICHUS,,,,FALSE
4/26/2021,4998,NEURECLIPSIS,,ARTHROPODA,INSECTA,TRICHOPTERA,POLYCENTROPODIDAE,,,NEURECLIPSIS,,,,FALSE
4/26/2021,4999,PIGUETIELLA,,ANNELIDA,CLITELLATA,HAPLOTAXIDA,NAIDIDAE,,,PIGUETIELLA,,,,FALSE
4/26/2021,5000,ANNELIDA,,ANNELIDA,,,,,,,,,,FALSE
4/26/2021,5001,STRATIOMYIDAE,,ARTHROPODA,INSECTA,DIPTERA,STRATIOMYIDAE,,,,CG,SP,7.3,FALSE
4/26/2021,5052,AGABINAE,,,,COLEOPTERA,DYTISCIDAE,AGABINAE,,,,,,FALSE
4/26/2021,5053,AMPITHOE,Y,,MALACOSTRACA,AMPHIPODA,AMPITHOIDAE,,,,,,,FALSE
4/26/2021,5054,ANAFROPTILUM,,,,EPHEMEROPTERA,BAETIDAE,,,,,,,FALSE
4/26/2021,5055,AORIDAE,Y,,MALACOSTRACA,AMPHIPODA,AORIDAE,,,,,,,FALSE
4/26/2021,5056,ATYLOTUS/TABANUS,,,,DIPTERA,TABANIDAE,,,,,,,FALSE
4/26/2021,5057,BEOTHUKUS,,,,TRICHOPTERA,PHRYGANEIDAE,,,,,,,FALSE
4/26/2021,5058,BOREOCHLUS,,,,DIPTERA,CHIRONOMIDAE,PODONOMINAE,BOREOCHLINI,,,,,FALSE
4/26/2021,5059,BRACHYCERCINAE,,,,EPHEMEROPTERA,CAENIDAE,BRACHYERCINAE,,,,,,FALSE
4/26/2021,5060,CALOPTERYGIDAE,,,,ODONATA,CALOPTERYGIDAE,,,,,,,FALSE
4/26/2021,5061,CAMBARUS,,,MALACOSTRACA,DECOPODA,CAMBARIDAE,,,,,,,FALSE
4/26/2021,5062,CHAETOZONE,Y,,POLYCHAETA,CANALIPALPATA,CIRRATULIDAE,,,,,,,FALSE
4/26/2021,5063,CHAULIODINAE,,,,MEGALOPTERA,CORYDALIDAE,CHAULIODINAE,,,,,,FALSE
4/26/2021,5064,CINCINNATIA,,,GASTROPODA,LITTORIDINOMORPHA,HYDROBIIDAE,,,,,,,FALSE
4/26/2021,5065,CIRRATULIDAE,Y,,POLYCHAETA,CANALIPALPATA,CIRRATULIDAE,,,,,,,FALSE
4/26/2021,5066,CLEPTELMIS,,,,COLEOPTERA,ELMIDAE,,,,,,,FALSE
4/26/2021,5067,CLINOCERA,,,,DIPTERA,EMPIDIDAE,,,,,,,FALSE
4/26/2021,5068,CORYPHAESCHNA,,,,ODONATA,AESHNIDAE,,,,,,,FALSE
4/26/2021,5069,CRICOTOPUS/ORTHOCLADIUS,,,,DIPTERA,,,,,,,,FALSE
4/26/2021,5070,CUMACEA,Y,,MALACOSTRACA,CUMACEA,,,,,,,,FALSE
4/26/2021,5071,CYATHURA,Y,,MALACOSTRACA,ISOPODA,,,,,,,,FALSE
4/26/2021,5072,CYZICUS,,,BRANCHIOPODA,DIPLOSTRACA,CYZICIDAE,,,,,,,FALSE
4/26/2021,5073,DEMEIJEREA,,,,DIPTERA,CHIRONOMIDAE,CHIRONOMINAE,CHIRONOMINI,,,,,FALSE
4/26/2021,5074,DERALLUS,,,,COLEOPTERA,HYDROPHILIDAE,,,,,,,FALSE
4/26/2021,5075,DESDIMELITA,Y,,MALACOSTRACA,AMPHIPODA,MELITIDAE,,,,,,,FALSE
4/26/2021,5076,DIACHLORUS,,,,DIPTERA,TABANIDAE,,,,,,,FALSE
4/26/2021,5077,DICRANOTA,,,,DIPTERA,TIPULIDAE,PEDICIINAE,,,,,,FALSE
4/26/2021,5078,DOROCORDULIA,,,,ODONATA,CORDULIIDAE,,,,,,,FALSE
4/26/2021,5079,GALBA,,,GASTROPODA,HYGROPHILA,LYMNAEIDAE,,,,,,,FALSE
4/26/2021,5080,GNORIMOSPHAEROMA,Y,,MALACOSTRACA,ISOPODA,SPHAEROMATIDAE,,,,,,,FALSE
4/26/2021,5081,GRANDIDIERELLA,Y,,MALACOSTRACA,AMPHIPODA,AORIDAE,,,,,,,FALSE
4/26/2021,5082,HALACARIDAE,Y,,ARACHNIDA,TROMBIDIFORMES,,,,,,,,FALSE
4/26/2021,5083,HYDATICUS,,,,COLEOPTERA,DYTISCIDAE,DYTISCINAE,HYDATICINI,,,,,FALSE
4/26/2021,5084,HYDROCOLUS,,,,COLEOPTERA,DYTISCIDAE,HYDROPORINAE,HYGROTINI,,,,,FALSE
4/26/2021,5085,HYDROSMITTIA,,,,DIPTERA,CHIRONOMIDAE,ORTHOCLADIINAE,,,,,,FALSE
4/26/2021,5086,HYGROTINI,,,,COLEOPTERA,DYTISCIDAE,HYDROPORINAE,HYGROTINI,,,,,FALSE
4/26/2021,5087,ISOCHAETIDES,,,CLITELLATA,TUBIFICIDA,NAIDIDAE,,,,,,,FALSE
4/26/2021,5088,KRIBIODORUM,,,,DIPTERA,CHIRONOMIDAE,CHIRONOMINAE,CHIRONOMINI,,,,,FALSE
4/26/2021,5089,LABIOBAETIS,,,,EPHEMEROPTERA,BAETIDAE,,,,,,,FALSE
4/26/2021,5090,LETHOCERUS,,,,HEMIPTERA,BELOSTOMATIDAE,,,,,,,FALSE
4/26/2021,5091,LIPINIELLA,,,,DIPTERA,CHIRONOMIDAE,CHIRONOMINAE,CHIRONOMINI,,,,,FALSE
4/26/2021,5092,LUMBRICINA,Y,ANNELIDA,CLITELLATA,OPISTHOPORA,,,,,,,,FALSE
4/26/2021,5093,LYOGYRUS,,,GASTROPODA,LITTORIDINOMORPHA,AMNICOLIDAE,,,,,,,FALSE
4/26/2021,5094,MACROPELOPIA,,,,DIPTERA,CHIRONOMIDAE,TANYPODINAE,MACROPELOPIINI,,,,,FALSE
4/26/2021,5095,MARGARITIFERA,,,BIVALVIA,UNIONOIDA,MARGARITIFERIDAE,,,,,,,FALSE
4/26/2021,5096,MARILIA,,,,TRICHOPTERA,ODONTOCERIDAE,,,,,,,FALSE
4/26/2021,5097,MARSTONIA,,,GASTROPODA,LITTORIDINOMORPHA,HYDROBIIDAE,,,,,,,FALSE
4/26/2021,5098,MOLANNIDAE,,,,TRICHOPTERA,MOLANNIDAE,,,,,,,FALSE
4/26/2021,5099,MONATRACTIDES,,,ARACHNIDA,TROMBIDIFORMES,TORRENTICOLIDAE,,,,,,,FALSE
4/26/2021,5100,MUSCULISTA,,,BIVALVIA,MYTILOIDA,MYTILIDAE,,,,,,,FALSE
4/26/2021,5101,MYTILIDAE,,,,BIVALVIA,MYTILIDAE,,,,,,,FALSE
4/26/2021,5102,MYXOSARGUS,,,,DIPTERA,STRATIOMYIDAE,,,,,,,FALSE
4/26/2021,5103,NEMERTEA,Y,NEMERTEA,,,,,,,,,,FALSE
4/26/2021,5104,NEOCLOEON,,,,EPHEMEROPTERA,BAETIDAE,,,,,,,FALSE
4/26/2021,5105,NEOZAVRELIA,,,,DIPTERA,CHIRONOMIDAE,CHIRONOMINAE,TANYTARSINI,,,,,FALSE
4/26/2021,5106,NEREIDIDAE,Y,,POLYCHAETA,ACICULATA,NEREIDIDAE,,,,,,,FALSE
4/26/2021,5107,NIPPOLEUCON,Y,,MALACOSTRACA,CUMACEA,LEUCONIDAE,,,,,,,FALSE
4/26/2021,5108,ORTHEMIS,,,,ODONATA,LIBELLULIDAE,,,,,,,FALSE
4/26/2021,5109,PALAEMON,Y,,MALACOSTRACA,DECAPODA,PALAMONIDAE,,,,,,,FALSE
4/26/2021,5110,PARACHAETOCLADIUS,,,,DIPTERA,CHIRONOMIDAE,ORTHOCLADIINAE,,,,,,FALSE
4/26/2021,5111,PAROCHLUS,,,,DIPTERA,CHIRONOMIDAE,PODONOMINAE,PODONOMIMI,,,,,FALSE
4/26/2021,5112,PHYSIDAE,,,GASTROPODA,HYGROPHILA,PHYSIDAE,,,,,,,FALSE
4/26/2021,5113,PIONACERCUS,,,ARACHNIDA,TROMBIDIFORMES,PIONIDAE,,,,,,,FALSE
4/26/2021,5114,PLATYISCHNOPIDAE,Y,,MALACOSTRACA,AMPHIPODA,PLATYISCHNOPIDAE,,,,,,,FALSE
4/26/2021,5115,POTAMILUS,,,BIVALVIA,UNIONOIDA,UNIONIDAE,,,,,,,FALSE
4/26/2021,5116,PROBYTHINELLA,,,GASTROPODA,LITTORIDINOMORPHA,HYDROBIIDAE,,,,,,,FALSE
4/26/2021,5117,PSAMMORYCTIDES,,,CLITELLATA,TUBIFICIDA,NAIDIDAE,,,,,,,FALSE
4/26/2021,5118,PSEUDOTRYONIA,,,GASTROPODA,LITTORIDINOMORPHA,COCHLIOPIDAE,,,,,,,FALSE
4/26/2021,5119,PSYCHODA,,,,DIPTERA,PSYCHODIDAE,,,,,,,FALSE
4/26/2021,5120,PSYCHOMYIIDAE,,,,TRICHOPTERA,PSYCHOMYIIDAE,,,,,,,FALSE
4/26/2021,5121,QUISTADRILUS,,,,TUBIDICIDA,NAIDIDAE,,,,,,,FALSE
4/26/2021,5122,SERICOSTOMATIDAE,,,,TRICHOPTERA,SERICOSTOMATIADE,,,,,,,FALSE
4/26/2021,5123,SINELOBUS,Y,,MALACOSTRACA,TANAIDACEA,TANAIDAE,,,,,,,FALSE
4/26/2021,5124,SPARBARUS,,,,EPHEMEROPTERA,CAENIDAE,,,,,,,FALSE
4/26/2021,5125,SPHAEROMATIDAE,Y,,MALACOSTRACA,ISOPODA,SPHAEROMATIDAE,,,,,,,FALSE
4/26/2021,5126,SPHAEROSYLLIS,Y,,MALACOSTRACA,ACICULATA,SYLLIDAE,,,,,,,FALSE
4/26/2021,5127,SPIOPHANES,Y,,POLYCHAETA,CANALIPALPATA,SPIONIDAE,,,,,,,FALSE
4/26/2021,5128,SYLLIS,Y,,MALACOSTRACA,ACICULATA,SYLLIDAE,,,,,,,FALSE
4/26/2021,5129,TELOGANOPSIS,,,,EPHEMEROPTERA,EPHEMERELLIDAE,,,,,,,FALSE
4/26/2021,5130,TESTUDACARUS,,,ARACHNIDA,TROMBIDIFORMES,TORRENTICOLIDAE,,,,,,,FALSE
4/26/2021,5131,TRYONIA,,,GASTROPODA,LITTORIDINOMORPHA,COCHLIOPIDAE,,,,,,,FALSE
4/26/2021,5132,UROMUNNA,Y,,MALACOSTRACA,ISOPODA,MUNNIDAE,,,,,,,FALSE
4/26/2021,5133,UTTERBACKIA,,,BIVALVIA,UNIONOIDA,UNIONIDAE,,,,,,,FALSE
4/26/2021,5134,VORTICIFEX,,,GASTROPODA,HYGROPHILA,PLANORBIDAE,,,,,,,FALSE
4/26/2021,5135,YORAPERLA,,,,PLECOPTERA,PELTAPERLIDAE,,,,,,,FALSE
4/26/2021,5168,ABEDUS,,ARTHROPODA,INSECTA,HEMIPTERA,BELOSTOMATIDAE,,,ABEDUS,"CF,CG,PR",CB,,FALSE
4/26/2021,5169,DIXA,,ARTHROPODA,INSECTA,DIPTERA,DIXIDAE,,,DIXA,"CG,PR",CB,1,FALSE
4/26/2021,5170,HYDRODROMIDAE,,ARTHROPODA,ARACHNIDA,TROMBIDIFORMES,HYDRODROMIDAE,,,,PR,SW,8,FALSE
4/26/2021,5171,TROMBIDIFORMES,,ARTHROPODA,ARACHNIDA,TROMBIDIFORMES,,,,,PR,,8,FALSE
4/26/2021,5172,COLYMBETES,,ARTHROPODA,INSECTA,COLEOPTERA,DYTISCIDAE,,,COLYMBETES,PR,SW,5,FALSE
